contig,bplen,gc_content,coding_density,checkv_quality,checkv_completeness,checkv_contamination,description,taxonomy
KP881983.1,1461,29.5,99.79,Low-quality,8.56,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP881979.1,1194,35.51,99.75,Low-quality,6.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
M83293.1,9892,44.57,2.61,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
KT030660.1,3965,40.63,98.74,Low-quality,20.51,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030661.1,3202,39.66,98.56,Low-quality,16.33,0.0,unknown,unknown
KT030662.1,2792,43.02,98.1,Low-quality,14.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030663.1,1978,42.32,97.83,Low-quality,10.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030667.1,1748,41.7,94.05,Low-quality,8.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030664.1,1566,44.06,97.89,Low-quality,8.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030666.1,1167,46.44,91.0,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030668.1,1166,44.94,95.71,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT030665.1,1169,47.82,94.7,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919844.1,3273,30.83,99.73,Low-quality,18.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919845.1,2699,31.46,99.48,Low-quality,15.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919846.1,2530,28.46,99.13,Low-quality,13.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919847.1,2332,31.73,99.7,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919839.1,1520,30.92,96.12,Low-quality,8.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919848.1,1325,35.47,90.34,Low-quality,7.67,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919841.1,1018,31.43,93.12,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919840.1,1006,32.01,96.32,Low-quality,5.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT919849.1,1018,33.2,87.52,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AF037268.2,17919,46.14,1.0,High-quality,100.0,0.0,"Grapevine leafroll-associated virus 3, complete genome",Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
KU550267.1,3302,31.92,98.85,Low-quality,18.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550273.1,2684,33.23,98.81,Low-quality,15.09,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550279.1,2591,30.61,98.53,Low-quality,14.31,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550285.1,2359,31.84,98.94,Low-quality,12.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550303.1,1566,27.59,95.02,Low-quality,9.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550291.1,1356,37.61,87.83,Low-quality,7.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550315.1,1066,31.61,90.34,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550309.1,1059,35.51,94.05,Low-quality,6.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KU550297.1,1062,34.27,84.18,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
OL961547.1,7125,38.88,90.69,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
FN392875.1,8536,40.7,3.09,High-quality,94.64,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
DQ875594.2,4132,49.61,15.76,High-quality,99.78,0.0,"Southern bean mosaic virus isolate Sao Paulo, complete genome",Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae
AB455793.2,7477,52.11,6.66,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KC464457.1,10865,52.29,92.75,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae
JQ740771.1,3944,42.37,99.04,Low-quality,20.48,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740772.1,2926,41.39,98.63,Low-quality,15.26,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740773.1,2772,43.87,97.51,Low-quality,14.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740774.1,1981,44.17,97.53,Low-quality,10.29,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740775.1,1769,43.13,95.48,Low-quality,9.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740776.1,1638,43.41,96.34,Low-quality,8.53,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740777.1,1156,46.97,90.57,Low-quality,6.02,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740778.1,1127,44.99,95.83,Low-quality,5.87,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ740779.1,1049,49.48,95.52,Low-quality,5.46,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187217.1,3965,41.16,98.74,Low-quality,20.51,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187218.1,3218,40.71,98.82,Low-quality,16.41,0.0,unknown,unknown
KT187219.1,2792,43.05,98.1,Low-quality,14.44,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187220.1,1978,42.11,97.83,Low-quality,10.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187224.1,1748,41.7,94.05,Low-quality,8.93,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187221.1,1564,42.84,98.02,Low-quality,7.99,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187223.1,1167,46.44,91.0,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187225.1,1166,44.43,95.71,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT187222.1,1169,47.82,94.7,Low-quality,5.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC409238.1,7511,49.34,10.7,High-quality,99.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
BK013569.1,3784,51.82,46.38,High-quality,98.71,0.0,TPA_asm: SsRNA phage Gerhypos.2_10 genomic sequence,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
AY597011.2,29926,32.06,4.42,High-quality,96.62,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
LC066450.1,3323,46.31,89.65,Low-quality,38.41,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
LC066451.1,3015,45.34,11.54,Low-quality,34.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
LC066452.1,2194,47.04,29.81,Low-quality,25.36,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
KY024322.2,8999,35.94,88.98,High-quality,100.0,0.0,"Biomphalaria virus 2, complete genome",Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
BK013657.1,4507,47.15,41.67,High-quality,100.0,0.0,TPA_asm: SsRNA phage SRR5467091_4 genomic sequence,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
LC646334.1,7638,47.94,8.44,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KM204991.1,12026,37.55,0.82,High-quality,99.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
MG599946.1,6403,46.82,96.66,Medium-quality,53.47,0.0,"Wenling yellow goosefish hantavirus strain XQTMS34106 segment L, complete sequence",Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Hantaviridae
AY876912.1,7456,45.65,89.08,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
LN867362.1,2280,44.65,99.87,Low-quality,16.87,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN867363.1,2274,41.95,99.87,Low-quality,16.73,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
LN867364.1,2151,43.84,99.86,Low-quality,15.92,0.0,unknown,unknown
LN867365.1,1701,40.74,99.82,Low-quality,12.6,0.0,unknown,unknown
LN867366.1,1497,46.03,99.8,Low-quality,11.08,0.0,unknown,unknown
LN867367.1,1410,41.84,99.79,Low-quality,10.44,0.0,unknown,unknown
DQ473504.1,7143,38.95,90.72,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae
FJ152133.1,1492,29.76,97.52,Low-quality,8.77,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ152131.1,1339,36.3,90.07,Low-quality,7.75,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
FJ152132.1,1003,31.31,97.51,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887180.1,3930,38.37,99.39,Low-quality,20.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887181.1,3055,38.27,98.4,Low-quality,16.07,0.0,unknown,unknown
KT887182.1,2774,39.51,98.2,Low-quality,14.38,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887183.1,1967,38.28,98.07,Low-quality,10.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887184.1,1764,37.81,92.69,Low-quality,9.28,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887185.1,1610,40.62,97.08,Low-quality,8.47,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887186.1,1151,44.74,92.27,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KT887187.1,1058,40.74,96.12,Low-quality,5.57,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KY580697.1,8774,40.94,7.04,High-quality,97.25,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
MN635447.1,12639,48.53,2.63,Medium-quality,82.48,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Arteriviridae
DQ402477.1,3356,46.51,88.77,Low-quality,38.79,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
DQ412731.1,3048,46.46,4.33,Low-quality,35.24,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
DQ412732.1,2220,47.57,29.46,Low-quality,25.66,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Bromoviridae
MW491753.2,12432,31.64,1.62,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
HM566152.1,6453,37.27,97.3,Medium-quality,51.62,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
HM566154.1,4325,38.03,89.83,Low-quality,34.39,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
HM566153.1,1729,40.14,44.59,Low-quality,13.78,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales;Phenuiviridae
Z11128.1,8323,53.43,1.69,Complete,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
MH188003.1,11301,39.72,56.33,High-quality,97.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
HM002617.1,7433,50.72,6.66,High-quality,99.7,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
JX027930.1,3268,31.21,99.88,Low-quality,18.14,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027931.1,2698,32.02,99.41,Low-quality,15.21,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027932.1,2522,28.79,99.44,Low-quality,13.94,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027933.1,2331,31.62,99.74,Low-quality,12.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027924.1,1519,29.82,95.98,Low-quality,8.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027929.1,1320,36.44,90.45,Low-quality,7.64,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027928.1,1015,31.43,93.1,Low-quality,5.95,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027923.1,1023,31.77,95.31,Low-quality,6.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JX027927.1,1013,31.69,87.96,Low-quality,5.94,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
MT646386.1,9624,40.15,6.86,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
MW721940.1,11722,52.77,55.61,High-quality,97.3,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
JQ864181.1,4767,49.09,12.02,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Tolucaviricetes;Tolivirales;Tombusviridae
KX505536.1,8954,41.46,6.94,High-quality,99.22,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae
KJ641686.1,7555,52.07,96.41,Medium-quality,83.71,0.0,"Bat kobuvirus 1 isolate BtMr-PicoV/JX2010 polyprotein gene, partial cds",Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales;Potyviridae
Z69620.1,7442,49.33,4.6,High-quality,100.0,0.0,European brown hare syndrome virus RNA,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae
KM026545.1,1460,30.41,99.86,Low-quality,8.56,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KM027121.2,1069,36.3,99.91,Low-quality,6.17,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KP188823.1,1285,37.59,91.75,Low-quality,7.43,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
AY029767.1,18246,38.16,36.9,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae
HQ846854.1,3302,34.49,98.85,Low-quality,18.32,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846855.1,2708,34.23,98.82,Low-quality,15.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846856.1,2591,30.91,98.53,Low-quality,14.34,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846857.1,2362,37.51,98.94,Low-quality,13.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846858.1,1599,32.52,94.56,Low-quality,9.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846859.1,1356,37.91,89.38,Low-quality,7.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846860.1,1078,31.91,89.33,Low-quality,6.31,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846861.1,1059,35.22,94.05,Low-quality,6.2,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
HQ846862.1,1062,32.86,83.9,Low-quality,6.23,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610678.1,3302,32.89,98.85,Low-quality,18.33,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610679.1,2656,32.91,99.62,Low-quality,14.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610680.1,2532,29.66,98.93,Low-quality,14.01,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610681.1,2355,35.29,98.85,Low-quality,12.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610684.1,1505,32.23,97.28,Low-quality,8.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC610682.1,1277,36.96,93.27,Low-quality,7.4,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
CY018747.1,2319,39.41,97.28,Low-quality,16.92,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
CY018748.1,2351,38.2,98.26,Low-quality,16.19,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Insthoviricetes;Articulavirales;Orthomyxoviridae
CY018746.1,2267,38.24,96.47,Low-quality,15.61,0.0,unknown,unknown
CY018741.1,1840,42.34,95.71,Low-quality,12.67,0.0,unknown,unknown
CY018744.1,1802,42.34,95.23,Low-quality,12.41,0.0,unknown,unknown
CY018743.1,1504,42.29,92.95,Low-quality,10.36,0.0,unknown,unknown
CY018742.1,1144,38.55,19.14,Low-quality,7.88,0.0,unknown,unknown
CY018745.1,1055,40.57,81.61,Low-quality,7.26,0.0,unknown,unknown
KM205020.1,11169,50.47,57.24,High-quality,99.97,0.0,unknown,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
KU980909.1,7018,45.63,20.05,High-quality,100.0,0.0,"Nigrospora oryzae fusarivirus 1 isolate HN-19 RNA-dependent RNA polymerase (RdRp) and hypothetical protein genes, complete cds",Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Fusariviridae
OL472283.1,4489,50.48,10.63,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Magsaviricetes;Nodamuvirales;Nodaviridae
DQ811786.2,27904,37.75,4.11,High-quality,98.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Coronaviridae
LC553692.1,2519,54.43,16.79,Medium-quality,58.83,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Miaviricetes;Ourlivirales;Botourmiaviridae
AJ781003.1,7297,43.5,76.8,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae
MF078061.1,7279,48.15,12.45,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae
AY179509.1,6610,50.94,35.17,High-quality,100.0,0.0,"Mink astrovirus, complete genome",Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae
KC443156.1,3271,32.31,99.79,Low-quality,18.15,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443157.1,2650,32.83,99.51,Low-quality,14.91,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443158.1,2530,30.36,99.13,Low-quality,13.98,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443159.1,2333,31.85,99.66,Low-quality,12.84,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443151.1,1519,27.32,95.98,Low-quality,8.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443160.1,1320,37.65,90.45,Low-quality,7.63,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443153.1,1007,31.28,93.84,Low-quality,5.89,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443152.1,1003,35.0,96.31,Low-quality,5.88,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
KC443161.1,1017,33.04,96.17,Low-quality,5.96,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
BK013889.1,4133,48.75,3.48,High-quality,100.0,0.0,unknown,Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes
MZ209913.1,7145,40.21,2.14,Medium-quality,62.26,0.0,unknown,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
JQ069919.1,3267,32.17,99.91,Low-quality,18.13,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069835.1,2640,32.54,99.89,Low-quality,14.85,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069751.1,2508,30.14,99.88,Low-quality,13.86,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069667.1,2328,31.96,99.87,Low-quality,12.81,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
JQ069421.1,1461,27.38,99.79,Low-quality,8.52,0.0,unknown,Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae
