contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
HF952124.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952125.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952126.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952127.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952128.1	7559	No	NA	3	2	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
HF952129.1	7548	No	NA	3	2	0	High-quality	High-quality	99.83	AAI-based (high-confidence)	0.0	1.0	
HF952130.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952131.1	7559	No	NA	3	2	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
HF952132.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952133.1	7559	No	NA	3	2	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
HF952134.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
HF952135.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
KC807167.1	20772	No	NA	6	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MH188023.1	20192	No	NA	5	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC807172.1	20343	No	NA	6	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OM735632.1	9762	No	NA	2	1	0	Low-quality	Genome-fragment	4.43	HMM-based (lower-bound)	0.0	1.0	
KC662537.1	7492	No	NA	3	2	0	High-quality	High-quality	99.03	AAI-based (high-confidence)	0.0	1.0	
JX439815.1	7538	No	NA	3	2	0	High-quality	High-quality	99.7	AAI-based (high-confidence)	0.0	1.0	
JX439816.1	7537	No	NA	3	2	0	High-quality	High-quality	99.69	AAI-based (high-confidence)	0.0	1.0	
JX439817.1	7538	No	NA	3	2	0	High-quality	High-quality	99.7	AAI-based (high-confidence)	0.0	1.0	
JX439818.1	7537	No	NA	3	2	0	High-quality	High-quality	99.69	AAI-based (high-confidence)	0.0	1.0	
JX439819.1	7538	No	NA	3	2	0	High-quality	High-quality	99.7	AAI-based (high-confidence)	0.0	1.0	
KX373900.1	10112	No	NA	1	1	0	High-quality	High-quality	99.86	AAI-based (high-confidence)	0.0	1.0	
KC631827.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
KC894731.1	7525	No	NA	3	2	0	High-quality	High-quality	99.26	AAI-based (high-confidence)	0.0	1.0	
OM744327.1	6090	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
JX993277.1	7476	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MT585643.1	6959	No	NA	3	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC869678.4	30111	No	NA	8	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC894942.1	7556	No	NA	3	2	0	High-quality	High-quality	99.94	AAI-based (high-confidence)	0.0	1.0	
KC894943.1	7556	No	NA	3	2	0	High-quality	High-quality	99.94	AAI-based (high-confidence)	0.0	1.0	
KJ958930.1	8291	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC464496.1	7519	No	NA	3	2	0	High-quality	High-quality	99.46	AAI-based (high-confidence)	0.0	1.0	
KC464497.1	7505	No	NA	3	2	0	High-quality	High-quality	99.28	AAI-based (high-confidence)	0.0	1.0	
KC464498.1	7522	No	NA	3	2	0	High-quality	High-quality	99.51	AAI-based (high-confidence)	0.0	1.0	
KC464499.1	7514	No	NA	3	2	0	High-quality	High-quality	99.35	AAI-based (high-confidence)	0.0	1.0	
KC464500.1	7519	No	NA	3	2	0	High-quality	High-quality	99.46	AAI-based (high-confidence)	0.0	1.0	
KF429773.1	7626	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429783.1	7617	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429789.1	7623	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429770.1	7626	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429761.1	7623	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429774.1	7623	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF429765.1	7617	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF738113.1	15384	No	NA	8	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MN630056.1	15351	No	NA	8	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MW819866.1	15375	No	NA	8	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MN630054.1	15385	No	NA	7	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MH426702.1	15384	No	NA	9	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK279727.1	15384	No	NA	7	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OM735642.1	9760	No	NA	2	1	0	Low-quality	Genome-fragment	4.43	HMM-based (lower-bound)	0.0	1.0	
LC671561.1	7430	No	NA	2	1	0	High-quality	High-quality	99.66	AAI-based (high-confidence)	0.0	1.0	
MN102397.1	7594	No	NA	3	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
KJ958533.1	11064	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF313135.1	8539	No	NA	3	3	0	Low-quality	Genome-fragment	12.97	AAI-based (high-confidence)	0.0	1.08	low-confidence DTR
KF313137.1	8447	No	NA	3	3	0	Low-quality	Genome-fragment	5.54	AAI-based (high-confidence)	0.0	1.07	
KF204570.1	7371	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MT108923.1	8048	No	NA	3	3	0	Medium-quality	Genome-fragment	75.03	HMM-based (lower-bound)	0.0	1.08	low-confidence DTR
KF306212.1	7740	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF306213.1	7578	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF306214.1	7605	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693780.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693776.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693782.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693778.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693779.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693783.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693781.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF693777.1	9678	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF712502.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KF712510.1	7509	No	NA	3	2	0	High-quality	High-quality	99.15	AAI-based (high-confidence)	0.0	1.0	
KF712496.1	7509	No	NA	3	2	0	High-quality	High-quality	99.15	AAI-based (high-confidence)	0.0	1.0	
KF712504.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
KF712497.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KF712491.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
KF712498.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KF712501.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
KF712499.1	7503	No	NA	3	2	0	High-quality	High-quality	98.96	AAI-based (high-confidence)	0.0	1.0	
MK520877.1	14793	No	NA	10	2	0	High-quality	High-quality	99.38	AAI-based (high-confidence)	0.0	1.0	
KF374704.1	6780	No	NA	3	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC881006.1	29792	No	NA	8	5	0	High-quality	High-quality	99.95	AAI-based (high-confidence)	0.0	1.0	
KC881005.1	29787	No	NA	8	5	0	High-quality	High-quality	99.94	AAI-based (high-confidence)	0.0	1.0	
KF367457.1	30309	No	NA	8	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OK017957.1	7058	No	NA	1	1	0	High-quality	High-quality	97.21	AAI-based (high-confidence)	0.0	1.0	
OK017915.1	7075	No	NA	1	1	0	High-quality	High-quality	97.47	AAI-based (high-confidence)	0.0	1.0	
MN369038.1	7127	No	NA	1	1	0	High-quality	High-quality	98.1	AAI-based (high-confidence)	0.0	1.0	
MZ221148.1	7103	No	NA	1	1	0	High-quality	High-quality	99.85	AAI-based (high-confidence)	0.0	1.0	
KF843893.1	15384	No	NA	9	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KC577174.1	7548	No	NA	3	2	0	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
KC577175.1	7547	No	NA	3	2	0	High-quality	High-quality	99.83	AAI-based (high-confidence)	0.0	1.0	
KF793826.1	31775	No	NA	15	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MT081367.1	7408	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KF029429.1	8793	No	NA	8	3	0	High-quality	High-quality	98.64	AAI-based (high-confidence)	0.0	1.08	
KP296858.1	9146	No	NA	2	1	0	High-quality	High-quality	98.12	AAI-based (high-confidence)	0.0	1.0	
KT922089.1	7347	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KJ407074.2	7496	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
KJ407075.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ407073.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
KJ407076.1	7506	No	NA	3	2	0	High-quality	High-quality	99.29	AAI-based (high-confidence)	0.0	1.0	
KJ407072.2	7526	No	NA	3	2	0	High-quality	High-quality	99.51	AAI-based (high-confidence)	0.0	1.0	
KJ481931.1	25406	No	NA	6	5	0	High-quality	High-quality	96.98	AAI-based (high-confidence)	0.0	1.0	
LC483441.1	7253	No	NA	2	1	0	High-quality	High-quality	94.85	AAI-based (medium-confidence)	0.0	1.0	
KJ508818.1	7198	No	NA	2	1	0	High-quality	High-quality	94.19	AAI-based (medium-confidence)	0.0	1.0	
KJ567050.1	25422	No	NA	6	5	0	High-quality	High-quality	97.05	AAI-based (high-confidence)	0.0	1.0	
MW296158.1	8485	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
ON075053.1	8422	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KJ601777.1	25408	No	NA	6	5	0	High-quality	High-quality	96.99	AAI-based (high-confidence)	0.0	1.0	
KJ601778.1	25404	No	NA	6	5	0	High-quality	High-quality	96.98	AAI-based (high-confidence)	0.0	1.0	
KJ601779.1	25404	No	NA	6	5	0	High-quality	High-quality	96.98	AAI-based (high-confidence)	0.0	1.0	
KJ601780.1	25404	No	NA	6	5	0	High-quality	High-quality	96.98	AAI-based (high-confidence)	0.0	1.0	
MN514966.1	31075	No	NA	10	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KJ685414.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
KJ685408.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ685403.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ685415.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ685417.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ685405.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
KJ685413.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KJ685412.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
KF569996.1	29805	No	NA	8	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MT499772.1	6406	No	NA	3	3	0	High-quality	High-quality	97.91	AAI-based (high-confidence)	0.0	1.0	
KJ473821.1	30423	No	NA	9	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
KJ541743.1	7559	No	NA	3	2	0	High-quality	High-quality	99.99	AAI-based (high-confidence)	0.0	1.0	
AB933644.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933645.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933646.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933647.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933648.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933649.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933650.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933651.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933652.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933653.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933654.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933655.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933656.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933657.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933658.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933659.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933660.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933661.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933662.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933663.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933664.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933665.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933666.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933667.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933668.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933669.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933670.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933671.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933672.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933673.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933674.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933675.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933676.1	7506	No	NA	3	2	0	High-quality	High-quality	99.28	AAI-based (high-confidence)	0.0	1.0	
AB933677.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933678.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933679.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933680.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933681.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933682.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933683.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933684.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933685.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933686.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933687.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933688.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933689.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933690.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933691.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933692.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933693.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933694.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933695.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933696.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933697.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933698.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933699.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933700.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933701.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933702.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933703.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933704.1	7509	No	NA	3	2	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
AB933705.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933706.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933707.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933708.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933709.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933710.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
AB933711.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
AB933712.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
AB933713.1	7509	No	NA	3	2	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
AB933714.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933715.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933716.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933717.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933718.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933719.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933720.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933721.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933722.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933723.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933724.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933725.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933726.1	7509	No	NA	3	2	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
AB933727.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933728.1	7467	No	NA	3	2	0	High-quality	High-quality	98.69	AAI-based (high-confidence)	0.0	1.0	
AB933729.1	7506	No	NA	3	2	0	High-quality	High-quality	99.28	AAI-based (high-confidence)	0.0	1.0	
AB933730.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933731.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933732.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933733.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933734.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933735.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933736.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933737.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933738.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933739.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933740.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933741.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933742.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933743.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933744.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933745.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933746.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933747.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933748.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933749.1	7512	No	NA	3	2	0	High-quality	High-quality	99.37	AAI-based (high-confidence)	0.0	1.0	
AB933750.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933751.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933752.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933753.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933754.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933755.1	7509	No	NA	3	2	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
AB933756.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933757.1	7509	No	NA	3	2	0	High-quality	High-quality	99.14	AAI-based (high-confidence)	0.0	1.0	
AB933758.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933759.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933760.1	7509	No	NA	3	2	0	High-quality	High-quality	99.33	AAI-based (high-confidence)	0.0	1.0	
AB933761.1	7512	No	NA	3	2	0	High-quality	High-quality	99.36	AAI-based (high-confidence)	0.0	1.0	
AB933762.1	7509	No	NA	3	2	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
AB933763.1	7512	No	NA	3	2	0	High-quality	High-quality	99.36	AAI-based (high-confidence)	0.0	1.0	
